,Bedroom,Property Type,Property Subtype,Price,Location,Province,Living area,Kitchen Type,Furnished,HasFireplace,How many fireplaces?,HasGarden,Garden surface,HasTerrace,Terrace surface,Surface of the plot,Number of frontages,Swimming pool,Building condition,Type Apartment,House,Apartment,Apartment block,Bungalow,Castle,Chalet,Country house,Duplex,Exceptional property,Farmhouse,Ground floor,House,Kot,Loft,Manor house,Mansion,Other properties,Penthouse,Service flat,Studio,Town-house,Triplex,Villa,Antwerpen,Brussels,Henegouwen,Limburg,Luik,Luxemburg,Namen,Oost-vlaanderen,Vlaams-brabant,Waals-brabant,West-vlaanderen,Hyper equipped,Installed,Not installed,Semi equipped,USA hyper equipped,USA installed,USA semi equipped,USA uninstalled,Unknown_Kitchen_Type,Furnished_No,Unknown_Furnished,Furnished_Yes,Fireplace_No,Fireplace_Yes,HasGarden_No,HasGarden_Yes,HasTerrace_No,HasTerrace_Yes,Swimmingpool_No,Swimmingpool_Yes,As new,Good,Just renovated,To be done up,To renovate,To restore,Unknown
6325,1,Apartment,Apartment,255000.0,2930,Antwerpen,0,Installed,No,No,0,No,0,No,0,0,0,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
6326,2,Apartment,Apartment,255000.0,8770,West-vlaanderen,92,Unknown_Kitchen_Type,No,No,0,No,0,Yes,19,0,4,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
6327,3,Apartment,Apartment,259000.0,7090,Henegouwen,0,Hyper equipped,No,No,0,No,0,Yes,42,0,3,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6328,2,Apartment,Apartment,270000.0,8400,West-vlaanderen,81,Hyper equipped,Unknown_Furnished,No,0,No,0,No,0,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6329,2,Apartment,Apartment,275000.0,3960,Limburg,80,Hyper equipped,Unknown_Furnished,No,0,No,0,No,0,0,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6331,2,Apartment,Duplex,289000.0,2940,Antwerpen,130,Installed,Unknown_Furnished,No,0,No,0,No,0,0,2,No,As new,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6332,1,Apartment,Apartment,291000.0,4100,Luik,92,Hyper equipped,No,No,0,No,0,Yes,30,0,4,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
6333,2,Apartment,Apartment,298000.0,1090,Brussels,99,Installed,Unknown_Furnished,No,0,No,0,Yes,6,0,1,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6337,2,Apartment,Apartment,299000.0,8430,West-vlaanderen,71,Installed,No,No,0,No,0,No,0,0,0,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
6338,3,Apartment,Loft,299000.0,9690,Oost-vlaanderen,205,Semi equipped,No,No,0,No,0,No,0,0,0,No,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
6339,2,Apartment,Apartment,299000.0,9700,Oost-vlaanderen,134,Unknown_Kitchen_Type,No,No,0,No,0,No,0,0,4,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
6340,1,Apartment,Apartment,304000.0,1160,Brussels,66,Installed,Unknown_Furnished,No,0,No,0,Yes,10,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6342,2,Apartment,Apartment,325000.0,1140,Brussels,107,Installed,Unknown_Furnished,No,0,No,0,No,0,0,0,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
6343,2,Apartment,Apartment,330000.0,1180,Brussels,104,Installed,No,No,0,No,0,No,0,0,4,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
6344,1,Apartment,Apartment,335000.0,1000,Brussels,71,Unknown_Kitchen_Type,No,No,0,No,0,Yes,4,0,2,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
6346,2,Apartment,Duplex,335000.0,1490,Waals-brabant,114,Installed,Unknown_Furnished,No,0,No,0,No,0,0,3,No,Good,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
6347,2,Apartment,Apartment,345000.0,1180,Brussels,100,Installed,No,No,0,No,0,Yes,24,0,2,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
6350,2,Apartment,Duplex,350000.0,1340,Waals-brabant,110,USA hyper equipped,No,No,0,No,0,No,0,0,0,No,As new,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6352,3,Apartment,Apartment,365000.0,8970,West-vlaanderen,104,Installed,No,No,0,No,0,No,0,0,3,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6353,1,Apartment,Apartment,374000.0,1050,Brussels,84,Installed,Unknown_Furnished,No,0,No,0,Yes,16,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6354,1,Apartment,Apartment,374000.0,1160,Brussels,84,Installed,Unknown_Furnished,No,0,No,0,Yes,16,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6355,2,Apartment,Apartment,375000.0,3600,Limburg,138,Installed,No,No,0,No,0,No,0,0,2,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
6356,2,Apartment,Apartment,379000.0,2930,Antwerpen,100,Hyper equipped,No,No,0,No,0,No,0,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6357,2,Apartment,Apartment,385000.0,8770,West-vlaanderen,132,Unknown_Kitchen_Type,No,No,0,No,0,Yes,31,0,4,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
6358,2,Apartment,Apartment,390000.0,8770,West-vlaanderen,136,Unknown_Kitchen_Type,No,No,0,No,0,Yes,30,0,4,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
6359,3,Apartment,Penthouse,398000.0,3960,Limburg,202,Hyper equipped,Unknown_Furnished,No,0,No,0,No,0,0,0,No,As new,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6360,2,Apartment,Apartment,398500.0,8400,West-vlaanderen,108,Hyper equipped,Unknown_Furnished,No,0,No,0,Yes,13,0,3,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6361,3,Apartment,Apartment,399000.0,2500,Antwerpen,160,Installed,Unknown_Furnished,No,0,No,0,No,0,0,3,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6362,3,Apartment,Apartment,399000.0,8400,West-vlaanderen,140,Installed,No,No,0,No,0,Yes,4,0,3,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6363,2,Apartment,Apartment,400000.0,8770,West-vlaanderen,122,Unknown_Kitchen_Type,No,No,0,No,0,Yes,41,0,4,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
6364,2,Apartment,Apartment,415000.0,9000,Oost-vlaanderen,106,Installed,Unknown_Furnished,No,0,No,0,No,0,0,0,No,Just renovated,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
6365,2,Apartment,Apartment,419000.0,1050,Brussels,95,Installed,Unknown_Furnished,No,0,No,0,Yes,10,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6366,2,Apartment,Apartment,419000.0,1160,Brussels,95,Installed,Unknown_Furnished,No,0,No,0,Yes,10,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6367,2,Apartment,Apartment,434000.0,1160,Brussels,95,Installed,Unknown_Furnished,No,0,No,0,Yes,10,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6369,2,Apartment,Apartment,445000.0,8300,West-vlaanderen,91,USA hyper equipped,Unknown_Furnished,No,0,No,0,No,0,0,2,No,Just renovated,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
6370,1,Apartment,Apartment,449000.0,2000,Antwerpen,0,Installed,No,No,0,No,0,No,0,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6371,3,Apartment,Apartment,459000.0,8430,West-vlaanderen,79,Installed,No,No,0,No,0,Yes,10,0,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6374,3,Apartment,Apartment,499000.0,4802,Luik,170,USA installed,Unknown_Furnished,No,0,No,0,Yes,16,0,3,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6376,3,Apartment,Penthouse,499000.0,9300,Oost-vlaanderen,141,Hyper equipped,No,No,0,No,0,Yes,16,0,4,No,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
6378,3,Apartment,Duplex,565000.0,1780,Vlaams-brabant,155,Installed,Yes,No,0,No,0,No,0,0,2,No,Good,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
6380,2,Apartment,Apartment,595000.0,8300,West-vlaanderen,86,Hyper equipped,Unknown_Furnished,No,0,No,0,No,0,0,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6381,2,Apartment,Apartment,699000.0,8300,West-vlaanderen,76,USA installed,No,No,0,No,0,Yes,5,0,2,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
6385,3,Apartment,Apartment,895000.0,1000,Brussels,210,USA hyper equipped,No,No,0,No,0,Yes,9,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6386,3,Apartment,Apartment,975000.0,1780,Vlaams-brabant,166,Installed,No,No,0,Yes,145,No,0,0,0,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
6387,3,Apartment,Duplex,975000.0,1780,Vlaams-brabant,166,Installed,No,No,0,Yes,145,No,0,0,0,No,Unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
6388,2,Apartment,Penthouse,1050000.0,1050,Brussels,172,Hyper equipped,No,No,0,No,0,Yes,6,0,2,No,Just renovated,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
6389,4,Apartment,Apartment,1100000.0,1180,Brussels,200,USA hyper equipped,Yes,No,0,No,0,Yes,30,0,3,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6390,2,Apartment,Service flat,1200000.0,2000,Antwerpen,143,USA installed,Unknown_Furnished,No,0,No,0,Yes,44,0,0,Yes,As new,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
6394,3,House,House,450000.0,9506,Oost-vlaanderen,181,Installed,Unknown_Furnished,No,0,No,0,No,0,2400,0,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6395,3,House,House,589000.0,9000,Oost-vlaanderen,150,Semi equipped,No,No,0,No,0,No,0,0,2,No,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
6396,2,Apartment,Apartment,190000.0,9500,Oost-vlaanderen,75,Unknown_Kitchen_Type,No,No,0,No,0,Yes,8,0,3,No,Just renovated,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
6397,3,Apartment,Apartment,194000.0,8800,West-vlaanderen,100,USA installed,Unknown_Furnished,No,0,No,0,No,0,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6398,2,Apartment,Apartment,259000.0,2800,Antwerpen,78,Unknown_Kitchen_Type,No,No,0,No,0,Yes,7,0,0,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
6399,2,Apartment,Apartment,265000.0,2800,Antwerpen,82,Unknown_Kitchen_Type,No,No,0,No,0,Yes,7,0,0,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
6400,2,Apartment,Apartment,280000.0,2800,Antwerpen,80,Unknown_Kitchen_Type,No,No,0,No,0,Yes,11,0,0,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
6401,2,Apartment,Duplex,315000.0,1400,Waals-brabant,120,Installed,No,No,0,No,0,Yes,20,0,0,No,As new,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6402,4,Apartment,Apartment,558000.0,2800,Antwerpen,160,Unknown_Kitchen_Type,No,No,0,No,0,Yes,14,0,0,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
6404,2,House,House,195000.0,4987,Luik,90,Unknown_Kitchen_Type,No,Yes,1,Yes,825,Yes,24,918,4,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
6405,3,House,House,353200.0,8790,West-vlaanderen,160,Unknown_Kitchen_Type,No,No,0,No,0,No,0,442,3,No,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
6406,5,House,House,365000.0,3583,Limburg,260,Installed,No,No,0,No,0,Yes,1,1736,4,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
6407,5,House,House,435000.0,3600,Limburg,234,Unknown_Kitchen_Type,No,Yes,1,Yes,1,Yes,40,975,4,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0
6408,4,House,Exceptional property,779500.0,3078,Vlaams-brabant,288,Hyper equipped,No,No,0,Yes,130,Yes,30,439,3,No,As new,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
6409,1,Apartment,Apartment,125000.0,9300,Oost-vlaanderen,60,Unknown_Kitchen_Type,Unknown_Furnished,No,0,No,0,No,0,0,0,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
6410,2,Apartment,Apartment,345000.0,9840,Oost-vlaanderen,80,Installed,No,No,0,No,0,Yes,6,0,4,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
6411,3,House,House,190000.0,1500,Vlaams-brabant,90,Semi equipped,No,No,0,No,0,No,0,92,0,No,To be done up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
6412,2,House,House,209000.0,2830,Antwerpen,138,Unknown_Kitchen_Type,No,No,0,No,0,No,0,54,3,No,To renovate,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
6414,4,House,House,534000.0,9700,Oost-vlaanderen,625,Unknown_Kitchen_Type,No,No,0,No,0,No,0,1374,3,No,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
6415,5,House,House,549000.0,9980,Oost-vlaanderen,255,Unknown_Kitchen_Type,No,No,0,Yes,400,No,0,558,4,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
6417,3,Apartment,Apartment,377150.0,1420,Waals-brabant,139,USA hyper equipped,Unknown_Furnished,No,0,Yes,325,Yes,20,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
6419,3,House,House,225000.0,9900,Oost-vlaanderen,125,Unknown_Kitchen_Type,No,No,0,No,0,No,0,70,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
