Bedroom,Property Type,Property Subtype,Price,Location,Province,Living area,Kitchen Type,Furnished,HasFireplace,How many fireplaces?,HasGarden,Garden surface,HasTerrace,Terrace surface,Number of frontages,Swimming pool,Building condition,Apartment,Type Apartment,Type House,Apartment block,Bungalow,Castle,Chalet,Country house,Duplex,Exceptional property,Farmhouse,Ground floor,House,Kot,Loft,Manor house,Mansion,Other properties,Penthouse,Service flat,Studio,Town-house,Triplex,Villa,Antwerpen,Brussels,Henegouwen,Limburg,Luik,Luxemburg,Namen,Oost-vlaanderen,Vlaams-brabant,Waals-brabant,West-vlaanderen,Hyper equipped,Installed,Not installed,Semi equipped,USA hyper equipped,USA installed,USA semi equipped,USA uninstalled,Unknown_Kitchen_Type,No,Furnished_No,Yes,Furnished_Yes,Fireplace_No,Fireplace_Yes,HasGarden_No,HasGarden_Yes,HasTerrace_No,HasTerrace_Yes,Swimmingpool_No,Swimmingpool_Yes,Good,Just renovated,To be done up,To renovate,To restore,Unknown
2,Apartment,Apartment,219000.0,8400,West-vlaanderen,80,Installed,No,No,0,No,0,Yes,3,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2,Apartment,Apartment,290000.0,1030,Brussels,95,Installed,No,Yes,1,No,0,Yes,3,2,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
2,Apartment,Apartment,179000.0,4000,Luik,100,Unknown_Kitchen_Type,No,No,0,No,0,Yes,6,0,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
3,Apartment,Apartment,264100.0,7332,Henegouwen,154,Installed,No,No,0,No,0,Yes,8,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
3,Apartment,Apartment,1406950.0,8370,West-vlaanderen,132,Installed,No,No,0,No,0,Yes,99,0,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
2,House,House,195000.0,3400,Vlaams-brabant,130,Installed,No,No,0,No,0,Yes,7,3,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
4,House,House,329000.0,9450,Oost-vlaanderen,185,Hyper equipped,Unknown_Furnished,No,0,No,0,No,0,0,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6,House,Villa,365000.0,4800,Luik,260,Installed,No,Yes,1,Yes,860,No,0,6,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
3,House,Villa,439000.0,8000,West-vlaanderen,185,Installed,No,No,0,No,0,No,0,4,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
2,Apartment,Apartment,134500.0,4500,Luik,65,Installed,No,No,0,No,0,No,0,2,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2,Apartment,Apartment,136000.0,8400,West-vlaanderen,90,Installed,Unknown_Furnished,No,0,No,0,No,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
2,Apartment,Apartment,189000.0,8400,West-vlaanderen,85,Installed,No,No,0,No,0,Yes,8,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2,Apartment,Apartment,191100.0,8710,West-vlaanderen,97,Semi equipped,No,No,0,No,0,Yes,7,2,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
1,Apartment,Apartment,198500.0,3390,Vlaams-brabant,71,USA hyper equipped,Unknown_Furnished,No,0,No,0,Yes,10,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
1,Apartment,Apartment,199950.0,3390,Vlaams-brabant,71,USA hyper equipped,Unknown_Furnished,No,0,No,0,Yes,9,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
1,Apartment,Apartment,201000.0,3390,Vlaams-brabant,71,USA hyper equipped,Unknown_Furnished,No,0,No,0,Yes,10,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
1,Apartment,Apartment,212000.0,2500,Antwerpen,77,Hyper equipped,No,No,0,No,0,Yes,20,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2,Apartment,Duplex,215000.0,8434,West-vlaanderen,78,Hyper equipped,No,No,0,No,0,Yes,12,0,No,As new,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
1,Apartment,Apartment,220000.0,1000,Brussels,58,USA semi equipped,No,No,0,No,0,No,0,4,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
2,Apartment,Apartment,220000.0,8520,West-vlaanderen,90,Installed,No,No,0,No,0,Yes,10,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2,Apartment,Apartment,232500.0,3390,Vlaams-brabant,84,USA hyper equipped,Unknown_Furnished,No,0,No,0,Yes,22,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2,Apartment,Apartment,237500.0,4000,Luik,126,Installed,No,No,0,No,0,Yes,8,4,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
2,Apartment,Duplex,241000.0,8970,West-vlaanderen,99,Hyper equipped,No,No,0,No,0,Yes,3,0,No,As new,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
3,Apartment,Apartment,244000.0,2500,Antwerpen,99,Hyper equipped,No,No,0,No,0,Yes,5,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2,Apartment,Apartment,245000.0,3390,Vlaams-brabant,86,USA hyper equipped,Unknown_Furnished,No,0,No,0,Yes,14,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2,Apartment,Apartment,247500.0,4000,Luik,118,Installed,No,No,0,No,0,Yes,43,4,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1,Apartment,Service flat,255000.0,1970,Vlaams-brabant,67,USA installed,No,No,0,No,0,Yes,6,0,No,As new,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2,Apartment,Apartment,267990.0,9140,Oost-vlaanderen,95,Installed,No,No,0,No,0,Yes,13,2,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
3,Apartment,Apartment,270000.0,8520,West-vlaanderen,90,Installed,No,No,0,No,0,Yes,10,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2,Apartment,Apartment,274000.0,2500,Antwerpen,111,Hyper equipped,No,No,0,No,0,Yes,18,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
1,Apartment,Apartment,280000.0,1160,Brussels,56,Semi equipped,Yes,No,0,No,0,Yes,3,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
3,Apartment,Duplex,319000.0,2830,Antwerpen,112,Hyper equipped,No,No,0,No,0,Yes,15,0,No,As new,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
3,Apartment,Duplex,320000.0,8020,West-vlaanderen,130,Hyper equipped,No,No,0,No,0,Yes,6,0,No,As new,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
3,Apartment,Penthouse,329000.0,8800,West-vlaanderen,119,Installed,No,No,0,No,0,Yes,96,2,No,As new,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2,Apartment,Apartment,335000.0,1000,Brussels,115,Unknown_Kitchen_Type,No,No,0,No,0,No,0,2,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2,Apartment,Apartment,335000.0,1420,Waals-brabant,100,Not installed,No,No,0,No,0,Yes,49,4,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
3,Apartment,Apartment,340000.0,9600,Oost-vlaanderen,132,Hyper equipped,No,No,0,No,0,Yes,13,2,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
2,Apartment,Ground floor,350000.0,1180,Brussels,160,Unknown_Kitchen_Type,Unknown_Furnished,No,0,No,0,Yes,16,2,No,To renovate,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0
3,Apartment,Apartment,360000.0,1420,Waals-brabant,118,Not installed,No,No,0,Yes,214,Yes,20,4,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
2,Apartment,Apartment,380000.0,1420,Waals-brabant,110,Not installed,No,No,0,Yes,24,Yes,116,4,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
3,Apartment,Apartment,380000.0,1420,Waals-brabant,108,Not installed,No,No,0,Yes,116,Yes,114,4,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
6,Apartment,Apartment,399000.0,6061,Henegouwen,257,Installed,No,No,0,No,0,No,0,3,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1,Apartment,Apartment,419000.0,2000,Antwerpen,90,Hyper equipped,No,No,0,No,0,Yes,80,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
1,Apartment,Apartment,445000.0,8300,West-vlaanderen,62,Installed,No,No,0,No,0,No,0,2,Yes,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
2,Apartment,Apartment,490000.0,2000,Antwerpen,100,USA hyper equipped,Unknown_Furnished,No,0,No,0,Yes,18,2,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
3,Apartment,Apartment,550000.0,1150,Brussels,184,Unknown_Kitchen_Type,No,No,0,No,0,No,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4,Apartment,Loft,695000.0,1070,Brussels,197,Hyper equipped,No,No,0,No,0,Yes,21,0,No,As new,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
3,Apartment,Penthouse,999000.0,1040,Brussels,167,Hyper equipped,No,No,0,No,0,Yes,29,0,No,As new,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
3,Apartment,Apartment,1350000.0,1180,Brussels,228,Installed,No,Yes,1,No,0,Yes,61,0,No,Just renovated,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
4,Apartment,Apartment,1475000.0,1050,Brussels,340,Hyper equipped,Unknown_Furnished,No,0,No,0,Yes,20,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
3,Apartment,Apartment,1550000.0,1050,Brussels,213,Installed,Unknown_Furnished,No,0,No,0,Yes,39,4,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
3,Apartment,Apartment,1650000.0,1200,Brussels,229,Hyper equipped,No,No,0,No,0,Yes,24,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
3,Apartment,Ground floor,1750000.0,1050,Brussels,300,Unknown_Kitchen_Type,No,No,0,No,0,No,0,3,No,Unknown,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
3,House,House,122000.0,6769,Luxemburg,241,Not installed,No,No,0,No,0,No,0,3,No,To renovate,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
2,House,House,149000.0,4500,Luik,134,Semi equipped,No,No,0,No,0,Yes,6,2,No,Just renovated,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
2,House,House,149900.0,4101,Luik,158,Semi equipped,No,No,0,Yes,200,No,0,3,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
2,House,House,155000.0,4100,Luik,80,Installed,No,No,0,Yes,160,Yes,16,2,No,To be done up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2,House,House,161000.0,7134,Henegouwen,175,Semi equipped,Unknown_Furnished,No,0,No,0,No,0,2,No,To be done up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2,House,House,169000.0,9280,Oost-vlaanderen,140,Semi equipped,No,Yes,1,No,0,Yes,10,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
2,House,House,169500.0,9600,Oost-vlaanderen,90,Unknown_Kitchen_Type,No,No,0,No,0,No,0,0,No,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
3,House,House,170000.0,5190,Namen,115,Installed,No,No,0,No,0,No,0,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
2,Apartment,Apartment block,179000.0,4300,Luik,108,Semi equipped,No,No,0,No,0,No,0,2,No,To be done up,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
3,House,House,179000.0,6001,Henegouwen,145,Semi equipped,No,No,0,No,0,No,0,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
4,House,House,180000.0,5580,Namen,187,Installed,Unknown_Furnished,Yes,2,Yes,615,No,0,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
3,House,House,182000.0,7860,Henegouwen,140,Installed,No,No,0,No,0,No,0,3,No,To be done up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2,House,House,189000.0,4683,Luik,75,Installed,No,No,0,Yes,100,Yes,15,2,No,Just renovated,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0
2,House,House,189000.0,9000,Oost-vlaanderen,75,Semi equipped,No,No,0,No,0,No,0,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
3,House,House,190000.0,6750,Luxemburg,183,Not installed,No,No,0,No,0,No,0,0,No,To renovate,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
2,House,House,195000.0,8500,West-vlaanderen,115,Installed,No,No,0,No,0,No,0,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
2,House,House,198000.0,7804,Henegouwen,70,Installed,No,No,0,No,0,No,0,3,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
2,House,House,198500.0,9340,Oost-vlaanderen,185,Semi equipped,Unknown_Furnished,No,0,No,0,No,0,2,No,To be done up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
3,House,House,199000.0,1790,Vlaams-brabant,162,Semi equipped,No,No,0,No,0,Yes,14,4,No,To renovate,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0
2,House,House,199000.0,2880,Antwerpen,153,Semi equipped,No,No,0,Yes,440,Yes,30,3,No,To renovate,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
