Bedroom,Property Type,Property Subtype,Price,Location,Province,Living area,Kitchen Type,Furnished,HasFireplace,How many fireplaces?,HasGarden,Garden surface,HasTerrace,Terrace surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
1,Apartment,Apartment,"250,000",8400,West-vlaanderen,0,Installed,No,No,0,No,0,No,0,0,0,No,As new
0,Apartment,Studio,"255,000",1200,Brussels,50,USA installed,Yes,No,0,No,0,No,0,0,2,No,As new
2,Apartment,Ground floor,"259,000",2100,Antwerpen,80,Installed,No,No,0,Yes,120,Yes,18,0,1,No,Good
3,Apartment,Apartment,"259,000",2620,Antwerpen,100,Hyper equipped,0,No,0,No,0,No,0,0,3,No,As new
2,Apartment,Apartment,"264,000",2018,Antwerpen,96,Installed,No,No,0,No,0,No,0,0,0,No,As new
2,Apartment,Ground floor,"265,000",2600,Antwerpen,85,Installed,No,No,0,Yes,90,Yes,60,0,3,No,Good
2,Apartment,Apartment,"265,000",9470,Oost-vlaanderen,85,Hyper equipped,0,No,0,No,0,No,0,0,0,No,As new
2,Apartment,Duplex,"269,000",3530,Limburg,140,Hyper equipped,0,No,0,No,0,Yes,23,0,3,No,Good
2,Apartment,Apartment,"269,000",8530,West-vlaanderen,94,Installed,0,No,0,No,0,No,0,0,0,No,Unknown
2,Apartment,Apartment,"274,000",9300,Oost-vlaanderen,89,Hyper equipped,No,No,0,No,0,Yes,20,0,4,No,Unknown
2,Apartment,Apartment,"275,000",0,Unknown,75,Hyper equipped,Yes,No,0,No,0,Yes,18,0,2,No,As new
2,Apartment,Apartment,"275,000",1800,Vlaams-brabant,80,Hyper equipped,No,No,0,No,0,No,0,0,0,No,As new
2,Apartment,Apartment,"275,000",1800,Vlaams-brabant,80,Installed,0,No,0,No,0,Yes,8,0,0,No,Unknown
3,Apartment,Apartment,"275,000",2070,Antwerpen,110,USA installed,0,No,0,No,0,No,0,0,2,No,Good
2,Apartment,Apartment,"280,000",8200,West-vlaanderen,140,Semi equipped,No,No,0,No,0,No,0,0,0,No,To be done up
2,Apartment,Apartment,"280,000",8370,West-vlaanderen,0,Installed,0,No,0,No,0,No,0,0,0,No,Good
2,Apartment,Apartment,"285,000",0,Unknown,81,Installed,No,No,0,No,0,Yes,6,0,0,No,Good
2,Apartment,Apartment,"285,000",0,Unknown,81,Installed,No,No,0,No,0,Yes,6,0,0,No,Good
2,Apartment,Apartment,"285,000",8000,West-vlaanderen,111,0,No,No,0,No,0,No,0,0,0,No,As new
2,Apartment,Apartment,"285,000",9000,Oost-vlaanderen,80,Installed,0,No,0,No,0,Yes,10,0,0,No,Just renovated
2,Apartment,Apartment,"289,000",1800,Vlaams-brabant,106,Installed,No,No,0,Yes,20,Yes,10,0,0,No,As new
2,Apartment,Duplex,"289,000",9300,Oost-vlaanderen,180,Hyper equipped,0,No,0,No,0,No,0,0,0,No,Good
3,Apartment,Apartment,"289,000",9700,Oost-vlaanderen,120,Installed,0,No,0,No,0,No,0,0,2,No,As new
2,Apartment,Apartment,"292,000",9300,Oost-vlaanderen,84,Hyper equipped,No,No,0,No,0,Yes,13,0,4,No,Unknown
2,Apartment,Duplex,"295,000",0,Unknown,129,Installed,No,No,0,No,0,No,0,0,0,No,Good
2,Apartment,Duplex,"295,000",0,Unknown,129,Installed,No,No,0,No,0,No,0,0,0,No,Good
2,Apartment,Apartment,"295,000",0,Unknown,110,USA hyper equipped,0,No,0,No,0,No,0,0,2,No,Good
2,Apartment,Ground floor,"295,000",2890,Antwerpen,109,Hyper equipped,No,No,0,Yes,30,Yes,12,0,2,No,As new
2,Apartment,Apartment,"295,000",8400,West-vlaanderen,86,Installed,No,No,0,Yes,115,Yes,10,0,2,No,As new
2,Apartment,Apartment,"295,000",8670,West-vlaanderen,70,Installed,Yes,No,0,Yes,10,Yes,23,0,3,No,As new
2,Apartment,Apartment,"297,000",2550,Antwerpen,106,Installed,No,No,0,Yes,45,Yes,18,0,1,No,Good
2,Apartment,Apartment,"297,500",8310,West-vlaanderen,0,USA installed,No,No,0,No,0,Yes,8,0,0,No,Good
2,Apartment,Apartment,"297,500",8310,West-vlaanderen,0,USA installed,No,No,0,No,0,Yes,8,0,0,No,Good
2,Apartment,Duplex,"298,000",1348,Waals-brabant,80,Semi equipped,0,No,0,No,0,No,0,0,2,No,Good
2,Apartment,Apartment,"298,000",9240,Oost-vlaanderen,98,Hyper equipped,0,No,0,No,0,Yes,15,0,3,No,Unknown
2,Apartment,Apartment,"299,000",0,Unknown,90,USA hyper equipped,No,No,0,No,0,No,0,0,2,No,As new
3,Apartment,Apartment,"299,000",2600,Antwerpen,135,Hyper equipped,No,Yes,1,No,0,Yes,10,0,2,No,Unknown
4,Apartment,Apartment,"299,000",4000,Luik,160,Not installed,No,No,0,No,0,No,0,0,3,No,As new
2,Apartment,Apartment,"299,000",8400,West-vlaanderen,90,Installed,No,No,0,No,0,Yes,3,0,4,No,Good
2,Apartment,Apartment,Make,0,Unknown,65,Installed,No,No,0,No,0,Yes,6,0,2,No,Unknown
2,Apartment,Apartment,"300,000",1140,Brussels,100,Installed,No,No,0,No,0,No,0,0,2,No,As new
3,Apartment,Apartment,"300,000",0,Unknown,108,0,No,No,0,No,0,Yes,21,0,3,No,Unknown
2,Apartment,Ground floor,Make,0,Unknown,92,Hyper equipped,No,No,0,Yes,145,Yes,7,0,3,No,As new
2,Apartment,Apartment,"310,000",0,Unknown,85,USA hyper equipped,No,No,0,No,0,No,0,0,3,No,Unknown
3,Apartment,Apartment,"320,000",1180,Brussels,95,Installed,No,No,0,No,0,Yes,10,0,4,No,Unknown
2,Apartment,Apartment,"324,000",8620,West-vlaanderen,80,0,Yes,No,0,No,0,No,0,0,0,No,As new
3,Apartment,Ground floor,"325,000",0,Unknown,105,Hyper equipped,0,No,0,No,0,No,0,0,0,No,As new
3,Apartment,Ground floor,"325,000",2018,Antwerpen,132,Installed,No,No,0,Yes,10,Yes,18,0,2,No,Just renovated
2,Apartment,Apartment,"329,000",9230,Oost-vlaanderen,128,Installed,0,No,0,No,0,Yes,18,0,3,No,As new
2,Apartment,Apartment,"335,000",1000,Brussels,106,Hyper equipped,No,No,0,No,0,No,0,0,4,No,Unknown
2,Apartment,Penthouse,"339,750",1070,Brussels,121,USA hyper equipped,0,No,0,No,0,Yes,14,0,0,No,As new
2,Apartment,Service flat,"340,000",3012,Vlaams-brabant,70,Installed,No,No,0,No,0,Yes,7,0,0,No,As new
4,Apartment,Triplex,"340,000",3090,Vlaams-brabant,260,Hyper equipped,0,No,0,No,0,Yes,40,0,2,No,To be done up
2,Apartment,Penthouse,"345,000",9240,Oost-vlaanderen,136,Hyper equipped,0,No,0,No,0,Yes,28,0,0,No,As new
4,Apartment,Duplex,"349,000",0,Unknown,155,Hyper equipped,No,No,0,No,0,No,0,0,0,No,As new
3,Apartment,Ground floor,"349,000",9140,Oost-vlaanderen,122,Hyper equipped,0,No,0,Yes,116,No,0,0,3,No,As new
2,Apartment,Service flat,"355,000",0,Unknown,87,Hyper equipped,0,No,0,No,0,Yes,31,0,0,No,As new
2,Apartment,Apartment,"357,000",4700,Luik,93,0,No,No,0,No,0,Yes,8,0,3,No,As new
2,Apartment,Apartment,"360,000",0,Unknown,92,Hyper equipped,0,No,0,No,0,No,0,0,2,No,As new
1,Apartment,Apartment,"365,000",3000,Vlaams-brabant,65,USA hyper equipped,No,No,0,No,0,No,0,0,0,No,Unknown
2,Apartment,Apartment,"368,000",9450,Oost-vlaanderen,126,Hyper equipped,No,No,0,Yes,150,Yes,40,0,4,No,As new
4,Apartment,Duplex,"369,000",3740,Limburg,219,Installed,No,Yes,1,No,0,No,0,0,0,No,As new
3,Apartment,Apartment,"375,000",8400,West-vlaanderen,114,Installed,No,Yes,1,No,0,No,0,0,2,No,Good
2,Apartment,Apartment,"376,000",2650,Antwerpen,108,USA hyper equipped,No,No,0,Yes,55,Yes,40,0,2,No,As new
2,Apartment,Loft,"379,000",3300,Vlaams-brabant,200,Installed,No,No,0,Yes,101,Yes,31,0,2,No,Good
2,Apartment,Apartment,"379,000",9900,Oost-vlaanderen,120,Installed,No,No,0,No,0,Yes,9,0,0,No,As new
1,Apartment,Apartment,"380,000",9000,Oost-vlaanderen,62,0,No,No,0,No,0,Yes,20,0,2,Yes,Good
3,Apartment,Duplex,"385,000",0,Unknown,192,Installed,No,Yes,2,No,0,No,0,0,0,No,Good
2,Apartment,Apartment,"390,000",0,Unknown,161,USA installed,No,No,0,Yes,49,Yes,74,0,2,No,Good
2,Apartment,Apartment,"390,000",0,Unknown,161,USA installed,No,No,0,Yes,49,Yes,74,0,2,No,Good
4,Apartment,Apartment,"390,000",0,Unknown,182,0,No,No,0,No,0,No,0,0,2,No,Unknown
3,Apartment,Apartment,"390,000",4000,Luik,140,Installed,0,No,0,No,0,No,0,0,2,No,Just renovated
3,Apartment,Apartment,"393,000",7090,Henegouwen,146,Semi equipped,No,No,0,No,0,Yes,69,0,0,No,Unknown
3,Apartment,Apartment,"395,000",8400,West-vlaanderen,124,Hyper equipped,No,No,0,No,0,Yes,14,0,2,No,Unknown
2,Apartment,Apartment,"395,000",9000,Oost-vlaanderen,110,0,No,No,0,No,0,No,0,0,2,No,Good
3,Apartment,Apartment,"399,000",1180,Brussels,100,USA installed,Yes,No,0,No,0,Yes,25,0,2,No,As new
3,Apartment,Apartment,"405,000",9090,Oost-vlaanderen,124,Installed,No,No,0,Yes,204,Yes,45,0,3,No,As new
2,Apartment,Duplex,"427,500",8000,West-vlaanderen,115,USA semi equipped,No,No,0,No,0,Yes,25,0,0,No,As new
2,Apartment,Apartment,"440,000",0,Unknown,97,Hyper equipped,No,No,0,No,0,Yes,16,0,0,No,Unknown
2,Apartment,Apartment,"449,000",8301,West-vlaanderen,70,Semi equipped,0,No,0,No,0,No,0,0,2,No,Good
2,Apartment,Apartment,"450,000",8400,West-vlaanderen,95,Installed,No,No,0,No,0,No,0,0,0,No,Just renovated
5,Apartment,Apartment,"459,000",1500,Vlaams-brabant,296,0,No,No,0,No,0,No,0,0,0,No,Unknown
4,Apartment,Duplex,"459,000",0,Unknown,230,Hyper equipped,0,No,0,No,0,Yes,18,0,2,No,As new
2,Apartment,Apartment,"460,000",0,Unknown,166,USA semi equipped,No,No,0,No,0,No,0,0,3,No,Unknown
2,Apartment,Apartment,"465,000",8670,West-vlaanderen,105,Installed,Yes,No,0,No,0,No,0,0,0,No,Unknown
2,Apartment,Apartment,"465,000",8880,West-vlaanderen,257,0,No,No,0,No,0,No,0,0,3,No,Unknown
1,Apartment,Duplex,"470,000",2018,Antwerpen,170,Hyper equipped,Yes,No,0,Yes,61,Yes,8,0,2,No,As new
3,Apartment,Ground floor,"475,000",8310,West-vlaanderen,122,Installed,No,No,0,No,0,No,0,0,3,No,As new
3,Apartment,Apartment,"499,000",5030,Namen,162,USA hyper equipped,No,No,0,No,0,No,0,0,3,No,Unknown
5,Apartment,Apartment,"499,000",0,Unknown,686,Semi equipped,No,No,0,No,0,Yes,12,0,2,No,To be done up
3,Apartment,Apartment,"519,000",8450,West-vlaanderen,334,Installed,No,No,0,No,0,No,0,0,2,No,Good
3,Apartment,Ground floor,"520,000",0,Unknown,127,Hyper equipped,0,No,0,Yes,114,Yes,20,0,3,No,As new
3,Apartment,Ground floor,"520,000",1040,Brussels,133,0,No,No,0,Yes,115,Yes,20,0,2,No,Unknown
3,Apartment,Apartment,"525,000",0,Unknown,141,USA installed,No,No,0,No,0,Yes,20,0,3,No,As new
2,Apartment,Apartment,"565,000",0,Unknown,130,USA hyper equipped,0,No,0,No,0,Yes,35,0,2,No,As new
2,Apartment,Apartment,"565,000",0,Unknown,130,USA hyper equipped,0,No,0,No,0,Yes,35,0,2,No,As new
2,Apartment,Apartment,"575,000",8310,West-vlaanderen,178,Installed,No,No,0,No,0,Yes,30,0,2,No,As new
3,Apartment,Penthouse,"590,000",0,Unknown,159,USA hyper equipped,No,No,0,No,0,Yes,8,0,0,No,Good
2,Apartment,Apartment,"650,000",0,Unknown,171,0,No,No,0,Yes,4000,No,0,0,3,No,As new
2,Apartment,Ground floor,"655,000",0,Unknown,120,Hyper equipped,No,No,0,Yes,75,Yes,10,0,2,No,As new
3,Apartment,Apartment,"680,000",0,Unknown,137,USA hyper equipped,0,No,0,No,0,No,0,0,2,No,As new
3,Apartment,Penthouse,"690,000",0,Unknown,230,USA hyper equipped,No,Yes,1,No,0,Yes,175,0,4,No,Good
3,Apartment,Apartment,"695,000",0,Unknown,225,USA installed,0,Yes,1,Yes,1200,No,0,0,4,No,As new
3,Apartment,Apartment,"695,000",0,Unknown,166,Hyper equipped,No,No,0,No,0,No,0,0,4,No,As new
3,Apartment,Apartment,"695,000",0,Unknown,225,USA installed,0,Yes,1,Yes,1200,No,0,0,4,No,As new
3,Apartment,Apartment,"695,000",0,Unknown,225,USA installed,0,Yes,1,Yes,1200,No,0,0,4,No,As new
3,Apartment,Apartment,"730,000",0,Unknown,220,Hyper equipped,0,No,0,No,0,Yes,15,0,2,No,As new
2,Apartment,Apartment,"750,000",0,Unknown,160,0,0,No,0,No,0,No,0,0,0,No,As new
4,Apartment,Penthouse,"750,000",0,Unknown,175,Hyper equipped,No,No,0,No,0,No,0,0,0,No,As new
3,Apartment,Apartment,"795,000",2000,Antwerpen,208,USA hyper equipped,No,No,0,No,0,Yes,63,0,2,No,As new
5,Apartment,Apartment,"796,000",9000,Oost-vlaanderen,210,0,No,No,0,No,0,Yes,20,0,2,No,As new
4,Apartment,Apartment,"799,000",4000,Luik,250,Hyper equipped,No,No,0,No,0,Yes,19,0,0,No,As new
3,Apartment,Apartment,"825,000",8300,West-vlaanderen,111,Installed,Yes,No,0,No,0,Yes,5,0,0,No,As new
3,Apartment,Ground floor,"850,000",0,Unknown,166,USA hyper equipped,0,No,0,Yes,51,Yes,30,0,2,No,As new
3,Apartment,Apartment,"895,000",8300,West-vlaanderen,105,Installed,No,No,0,No,0,Yes,7,0,2,No,Good
3,Apartment,Apartment,"899,000",8300,West-vlaanderen,124,Hyper equipped,No,No,0,No,0,Yes,11,0,0,No,As new
3,Apartment,Apartment,"920,000",1150,Brussels,200,USA hyper equipped,No,No,0,No,0,Yes,45,0,2,No,Just renovated
3,Apartment,Apartment,"950,000",1000,Brussels,170,Installed,No,No,0,No,0,Yes,14,0,0,Yes,As new
2,Apartment,Duplex,"975,000",1000,Brussels,180,Installed,No,No,0,No,0,Yes,60,0,2,No,Unknown
3,Apartment,Apartment,"995,000",8300,West-vlaanderen,107,Installed,No,No,0,No,0,Yes,7,0,0,No,As new
2,Apartment,Apartment,"1,025,000",8301,West-vlaanderen,70,0,No,No,0,No,0,No,0,0,0,No,As new
2,Apartment,Apartment,"1,100,000",1050,Brussels,0,Hyper equipped,No,No,0,No,0,No,0,0,2,No,As new
3,Apartment,Apartment,"1,150,000",1180,Brussels,220,USA installed,0,No,0,No,0,Yes,20,0,0,No,Good
3,Apartment,Apartment,"1,200,000",8300,West-vlaanderen,98,0,No,No,0,No,0,No,0,0,0,No,As new
3,Apartment,Apartment,"1,250,000",8300,West-vlaanderen,115,USA hyper equipped,0,No,0,No,0,No,0,0,0,No,As new
3,Apartment,Apartment,"1,280,000",8300,West-vlaanderen,154,USA hyper equipped,No,No,0,No,0,No,0,0,4,No,As new
3,Apartment,Apartment,"1,500,000",1180,Brussels,220,Installed,0,No,0,No,0,Yes,61,0,4,No,As new
5,Apartment,Apartment,"1,500,000",2018,Antwerpen,320,USA hyper equipped,No,No,0,Yes,190,No,0,0,2,No,Good
2,Apartment,Apartment,"1,650,000",1000,Brussels,160,Not installed,No,No,0,No,0,No,0,0,0,No,Good
3,Apartment,Apartment,"1,900,000",1050,Brussels,0,Hyper equipped,No,No,0,No,0,Yes,26,0,2,No,As new
3,Apartment,Apartment,"2,200,000",2000,Antwerpen,234,Hyper equipped,0,No,0,No,0,Yes,32,0,2,No,As new
4,Apartment,Apartment,"2,300,000",8300,West-vlaanderen,278,Installed,No,No,0,No,0,No,0,0,3,No,Good
4,Apartment,Penthouse,"2,695,000",1000,Brussels,400,USA hyper equipped,0,No,0,No,0,Yes,70,0,2,No,As new
5,House,House,"135,000",5580,Namen,143,Semi equipped,No,No,0,Yes,130,No,0,130,2,No,Good
4,House,House,Reserve,9000,Oost-vlaanderen,0,Installed,0,No,0,No,0,No,0,120,2,No,To be done up
4,House,House,"250,000",9040,Oost-vlaanderen,115,Installed,No,No,0,No,0,No,0,115,2,No,To renovate
6,Apartment,Apartment block,"285,000",0,Unknown,277,Not installed,No,No,0,No,0,No,0,1210,3,No,To renovate
6,House,House,"285,000",0,Unknown,277,Not installed,No,No,0,No,0,No,0,1210,3,No,To renovate
4,House,Villa,"650,000",0,Unknown,170,0,No,No,0,No,0,Yes,26,607,4,No,Unknown
2,Apartment,Apartment,"545,000",8300,West-vlaanderen,68,0,No,No,0,No,0,No,0,0,0,No,Unknown
3,House,House,"219,000",3300,Vlaams-brabant,116,Installed,No,No,0,Yes,172,Yes,37,386,3,No,Unknown
4,House,House,"229,000",9900,Oost-vlaanderen,177,Semi equipped,No,Yes,1,Yes,280,No,0,371,2,No,Unknown
3,House,House,"305,000",1500,Vlaams-brabant,112,0,No,No,0,No,0,No,0,115,2,No,Unknown
3,House,House,"330,000",9500,Oost-vlaanderen,151,0,No,No,0,No,0,No,0,488,4,No,Unknown
3,House,Villa,"675,000",3128,Vlaams-brabant,272,USA installed,No,No,0,No,0,No,0,1695,4,Yes,Just renovated
4,House,House,"385,000",1495,Waals-brabant,0,Installed,No,Yes,1,Yes,320,Yes,32,534,2,No,Good
4,House,House,"199,000",8940,West-vlaanderen,157,0,No,No,0,Yes,150,Yes,20,275,2,No,Unknown
3,Apartment,Apartment,"224,000",8780,West-vlaanderen,164,0,0,No,0,No,0,No,0,0,0,No,As new
3,Apartment,Ground floor,"260,000",8434,West-vlaanderen,110,Hyper equipped,Yes,No,0,No,0,No,0,0,2,No,Good
1,House,House,Reserve,1332,Waals-brabant,68,Installed,0,No,0,No,0,No,0,55,2,No,To renovate
2,House,House,"159,000",4250,Luik,107,Not installed,No,No,0,Yes,275,No,0,315,2,No,To be done up
4,House,House,"275,000",6040,Henegouwen,0,0,No,No,0,No,0,No,0,385,3,No,Unknown
2,House,House,"290,000",3220,Vlaams-brabant,125,Hyper equipped,No,No,0,No,0,No,0,1155,4,No,To be done up
3,House,House,"329,000",9940,Oost-vlaanderen,227,0,No,No,0,No,0,No,0,232,2,No,To renovate
4,House,House,Make,0,Unknown,220,USA installed,No,No,0,Yes,60,Yes,30,131,3,No,Just renovated
7,House,Mansion,"1,195,000",1040,Brussels,670,0,No,No,0,Yes,470,No,0,617,2,No,To renovate
5,House,House,"2,295,000",1410,Waals-brabant,700,0,0,Yes,1,Yes,5000,No,0,5334,4,No,As new
5,House,Exceptional property,"2,950,000",1640,Vlaams-brabant,653,Hyper equipped,No,No,0,No,0,Yes,300,2200,4,No,Just renovated
3,House,House,"178,000",0,Unknown,95,Semi equipped,No,No,0,No,0,No,0,40,2,No,Good
3,House,House,Reserve,4020,Luik,100,Installed,0,No,0,Yes,201,No,0,536,4,No,Good
3,House,House,"219,000",7100,Henegouwen,180,Semi equipped,No,No,0,No,0,No,0,310,2,No,To be done up
3,House,House,"235,000",3300,Vlaams-brabant,187,0,No,No,0,Yes,540,Yes,62,870,2,No,To renovate
3,House,House,"292,000",3582,Limburg,135,USA installed,No,No,0,No,0,No,0,1200,4,No,Good
3,Apartment,Apartment block,"320,000",6700,Luxemburg,0,Installed,No,No,0,No,0,No,0,0,0,No,To be done up
3,House,Mixed-use building,"320,000",6700,Luxemburg,0,Installed,No,No,0,No,0,No,0,0,0,No,To be done up
5,House,Mixed-use building,"449,000",9200,Oost-vlaanderen,576,Semi equipped,0,No,0,No,0,Yes,54,260,2,No,Good
13,Apartment,Apartment block,"2,400,000",1000,Brussels,720,Installed,No,No,0,No,0,No,0,170,0,No,Good
2,Apartment,Apartment,"425,000",2000,Antwerpen,114,0,No,No,0,No,0,No,0,0,2,No,Unknown
2,Apartment,Apartment,"1,695,000",8300,West-vlaanderen,130,USA installed,0,No,0,No,0,No,0,0,3,No,As new
2,Apartment,Duplex,"210,000",0,Unknown,108,Not installed,No,No,0,No,0,No,0,0,0,No,Unknown
2,Apartment,Apartment,"210,000",0,Unknown,108,Not installed,No,No,0,No,0,No,0,0,0,No,Unknown
2,Apartment,Apartment,"220,000",3460,Vlaams-brabant,82,0,No,No,0,No,0,Yes,8,0,3,No,As new
3,Apartment,Duplex,"227,500",4950,Luik,115,0,No,No,0,No,0,Yes,27,0,3,No,As new
3,Apartment,Duplex,"230,000",4560,Luik,156,Not installed,No,No,0,No,0,Yes,12,0,2,No,As new
2,Apartment,Apartment,"255,500",0,Unknown,87,Installed,0,No,0,No,0,Yes,8,0,0,No,As new
2,Apartment,Apartment,"275,000",1180,Brussels,73,USA hyper equipped,No,No,0,No,0,No,0,0,0,No,As new
1,Apartment,Apartment,"279,000",0,Unknown,76,0,0,No,0,No,0,Yes,25,0,0,No,Unknown
3,Apartment,Ground floor,"285,000",4560,Luik,186,Not installed,No,No,0,Yes,103,No,0,0,2,No,As new
3,Apartment,Apartment,"291,900",1853,Vlaams-brabant,103,Installed,No,No,0,No,0,Yes,11,0,4,No,Unknown
2,Apartment,Apartment,"303,000",3110,Vlaams-brabant,106,0,0,No,0,No,0,Yes,13,0,0,No,As new
2,Apartment,Apartment,"319,000",2140,Antwerpen,105,Hyper equipped,No,No,0,No,0,Yes,18,0,2,No,As new
3,Apartment,Apartment,"322,000",6600,Luxemburg,127,0,0,No,0,No,0,Yes,4,0,0,No,Unknown
3,Apartment,Loft,"325,000",9700,Oost-vlaanderen,119,0,No,No,0,No,0,Yes,4,0,2,No,As new
2,Apartment,Apartment,"327,150",1410,Waals-brabant,120,USA hyper equipped,0,No,0,Yes,265,Yes,20,0,0,No,As new
3,Apartment,Penthouse,"329,000",7911,Henegouwen,163,USA hyper equipped,0,No,0,No,0,Yes,80,0,4,No,As new
2,Apartment,Apartment,"347,150",1420,Waals-brabant,120,USA hyper equipped,0,No,0,Yes,202,Yes,24,0,0,No,As new
2,Apartment,Apartment,"365,000",3010,Vlaams-brabant,115,Installed,No,No,0,No,0,Yes,16,0,2,No,Good
3,Apartment,Apartment,"380,000",2140,Antwerpen,131,Hyper equipped,No,No,0,No,0,Yes,22,0,2,No,As new
3,Apartment,Apartment,"395,000",1340,Waals-brabant,111,USA hyper equipped,0,No,0,No,0,Yes,13,0,0,No,As new
2,Apartment,Duplex,"395,000",4000,Luik,119,0,0,No,0,No,0,Yes,14,0,0,No,As new
3,Apartment,Penthouse,"535,000",2018,Antwerpen,140,Hyper equipped,No,No,0,No,0,Yes,84,0,2,No,As new
3,Apartment,Penthouse,"535,000",2140,Antwerpen,140,Hyper equipped,No,No,0,No,0,Yes,84,0,2,No,As new
2,Apartment,Apartment,"575,000",1050,Brussels,109,Hyper equipped,No,No,0,No,0,Yes,13,0,3,No,As new
3,Apartment,Apartment,"3,297,000",1000,Brussels,305,0,No,No,0,No,0,Yes,166,0,0,No,Unknown
2,House,House,"110,000",6030,Henegouwen,240,0,No,No,0,No,0,Yes,4,4,2,No,To restore
3,House,House,"179,000",0,Unknown,110,Semi equipped,No,No,0,No,0,No,0,0,3,No,Good
2,House,House,"249,000",1651,Vlaams-brabant,151,Not installed,0,No,0,Yes,121,Yes,44,212,2,No,To renovate
3,House,House,"285,000",9000,Oost-vlaanderen,183,0,No,No,0,No,0,No,0,65,1,No,To be done up
2,Apartment,Apartment,"219,000",9400,Oost-vlaanderen,0,Installed,No,No,0,No,0,Yes,2,0,2,No,As new
4,House,House,Reserve,4000,Luik,153,Installed,0,No,0,No,0,No,0,100,0,No,To renovate
2,House,House,"129,000",8810,West-vlaanderen,110,Semi equipped,No,No,0,No,0,No,0,698,0,No,To be done up
0,Apartment,Studio,Reserve,2000,Antwerpen,42,0,0,No,0,No,0,No,0,0,0,No,Just renovated
2,Apartment,Apartment,"145,000",4020,Luik,80,Installed,No,No,0,No,0,No,0,0,2,No,Just renovated
2,Apartment,Apartment,"189,000",6800,Luxemburg,87,0,No,No,0,Yes,200,Yes,5,0,4,No,Just renovated
2,Apartment,Apartment,"329,000",8670,West-vlaanderen,70,Installed,Yes,No,0,No,0,Yes,70,0,2,No,Good
4,Apartment,Apartment,"995,000",8400,West-vlaanderen,164,Installed,No,No,0,No,0,Yes,6,0,2,No,As new
3,House,House,"59,500",7340,Henegouwen,100,Semi equipped,No,No,0,No,0,No,0,410,3,No,To renovate
2,House,House,"64,000",7301,Henegouwen,90,0,No,No,0,No,0,No,0,98,0,No,To renovate
2,House,House,"90,000",7830,Henegouwen,0,0,No,No,0,No,0,No,0,290,3,No,To renovate
3,House,House,"99,000",0,Unknown,130,Not installed,No,No,0,No,0,No,0,50,2,No,To be done up
4,House,House,"99,000",6030,Henegouwen,136,Semi equipped,No,No,0,No,0,No,0,60,2,No,Just renovated
5,House,House,"99,000",6220,Henegouwen,168,Semi equipped,No,No,0,No,0,No,0,0,2,No,To renovate
2,House,House,Reserve,6600,Luxemburg,197,0,0,No,0,No,0,No,0,408,3,No,To renovate
2,House,House,"100,000",0,Unknown,70,Semi equipped,No,No,0,No,0,No,0,65,2,No,To be done up
3,House,House,"100,000",0,Unknown,156,Not installed,No,Yes,1,No,0,No,0,380,4,No,To renovate
4,House,House,Make,4000,Luik,109,Not installed,0,No,0,No,0,No,0,60,3,No,To renovate
2,House,House,"110,000",0,Unknown,131,Not installed,No,No,0,No,0,No,0,260,2,No,To renovate
2,House,House,"110,000",7860,Henegouwen,72,0,No,No,0,Yes,19,Yes,10,120,2,No,Unknown
3,House,House,Make,4030,Luik,131,Installed,0,No,0,No,0,No,0,120,3,No,To renovate
3,House,House,"129,000",7301,Henegouwen,120,0,No,No,0,No,0,No,0,0,2,No,Good
4,House,House,Reserve,4633,Luik,157,Installed,0,No,0,No,0,No,0,160,2,No,Good
3,House,House,"130,000",4860,Luik,108,Installed,No,No,0,No,0,Yes,12,53,3,No,Good
3,House,House,"135,000",0,Unknown,128,Installed,No,No,0,No,0,No,0,350,2,No,Good
3,House,House,"150,000",0,Unknown,181,Semi equipped,No,No,0,No,0,No,0,190,3,No,To be done up
4,House,House,"153,000",4800,Luik,138,Not installed,No,No,0,Yes,60,No,0,176,3,No,Good
5,House,House,"159,000",4800,Luik,180,Not installed,No,No,0,No,0,Yes,35,130,2,No,To be done up
5,House,House,"159,000",0,Unknown,0,Semi equipped,No,No,0,No,0,No,0,300,2,No,To renovate
4,House,House,"159,000",6953,Henegouwen,140,Installed,No,No,0,Yes,155,No,0,155,3,No,Good
